"sep=;"
URL;SEARCH_NAME;FOUND_NAME;ADDRESS;ZIP;CITY;PHONE;WEBSITE;MATCHING_CRITERIA
http://gulasidorna.eniro.se/f/capio-citykliniken-malm%C3%B6-centrum:100349266;Vårdcentralen Centrum;Capio Citykliniken Malmö Centrum;Studentg. 1;21138;MALMÖ;040-350900;www.capiovardcentral.se/Skane/...;Vårdcentralen Centrum
http://gulasidorna.eniro.se/f/aleris-husl%C3%A4karmottagning-t%C3%A4by-centrum:16081210;Vårdcentralen Centrum;Aleris Husläkarmottagning Täby centrum;Biblioteksgången 5 Täby Centrum;18370;TÄBY;08-4115078;www.aleris.se;Vårdcentralen Centrum
http://gulasidorna.eniro.se/f/aleris-barncentrum-v%C3%A5rdcentral:17532524;Vårdcentralen Centrum;Aleris Barncentrum & Vårdcentral;Klosterg. 4;75321;UPPSALA;018-8438921;www.aleris.se;Vårdcentralen Centrum
http://gulasidorna.eniro.se/f/v%C3%A5rdcentral-centrum-flen:16557736;Vårdcentralen Centrum;Vårdcentral Centrum Flen;N. Kungsg. 9;64237;FLEN;0157-24600;www.vardcentralencentrumflen.se;Vårdcentralen Centrum
http://gulasidorna.eniro.se/f/capio-v%C3%A5rdcentral-v%C3%A4sby:14518306;Vårdcentralen Centrum;Capio Vårdcentral Väsby;Dragonv. 92;19470;UPPLANDS VÄSBY;08-12061790;www.capiovardcentral.se/Stockh...;Vårdcentralen Centrum
http://gulasidorna.eniro.se/f/capio-citykliniken-helsingborg-olympia:14988325;Vårdcentralen Centrum;Capio Citykliniken Helsingborg Olympia;Bergaliden 11;25223;HELSINGBORG;042-372550;www.capiovardcentral.se/Skane/...;Vårdcentralen Centrum
http://gulasidorna.eniro.se/f/capio-familjel%C3%A4karna-bvc-centrum:106532426;Vårdcentralen Centrum;Capio Familjeläkarna BVC Centrum;Torgg. 1;31131;FALKENBERG;0346-715071;www.capiovardcentral.se/Hallan...;Vårdcentralen Centrum
http://gulasidorna.eniro.se/f/gottsunda-centrum:14993797;Vårdcentralen Centrum;Gottsunda Centrum;Valthornsv. 7;75650;UPPSALA;018-400020;www.gottsundacentrum.se;Vårdcentralen Centrum
http://gulasidorna.eniro.se/f/barnav%C3%A5rdscentral-v%C3%A5rdcentralen-medicinskt-centrum:15995833;Vårdcentralen Centrum;Barnavårdscentral Vårdcentralen Medicinskt Centrum;;;;;www.medcentrum.se;Vårdcentralen Centrum
http://gulasidorna.eniro.se/f/distriktssk%C3%B6terskemottagning-samariterhemmets-v%C3%A5rdcentral:49966358;Vårdcentralen Centrum;Distriktssköterskemottagning Samariterhemmets vårdcentral;Dragarbrunnsg. 70, ;75320;UPPSALA;018-6118920;www.lul.se;Vårdcentralen Centrum
http://gulasidorna.eniro.se/f/v%C3%A5rdcentralen-cityh%C3%A4lsan-centrum:14367525;Vårdcentralen Centrum;Vårdcentralen Cityhälsan Centrum;G. Lasarettsg. 18, ;60239;NORRKÖPING;010-1059140;;Vårdcentralen Centrum
http://gulasidorna.eniro.se/f/v%C3%A5rdcentralen-centrum-laholm:14573545;Vårdcentralen Centrum;Vårdcentralen Centrum Laholm;Hasselgränd, ;31231;LAHOLM;0430-15700;www.regionhalland.se;Vårdcentralen Centrum
http://gulasidorna.eniro.se/f/m%C3%B6rby-v%C3%A5rdcentral:8620732;Vårdcentralen Centrum;Mörby Vårdcentral;Golfv. 8, ;18231;DANDERYD;08-58754349;www.vardguiden.se;Vårdcentralen Centrum
http://gulasidorna.eniro.se/f/samariterhemmets-v%C3%A5rdcentral:7783328;Vårdcentralen Centrum;Samariterhemmets Vårdcentral;Dragarbrunnsg. 70, ;75320;UPPSALA;018-6118900;www.lul.se;Vårdcentralen Centrum
http://gulasidorna.eniro.se/f/v%C3%A5rdcentral-sollefte%C3%A5:14526711;Vårdcentralen Centrum;Vårdcentral Sollefteå;Lasarettsg. 1, ;88160;SOLLEFTEÅ;0620-19000;www.lvn.se;Vårdcentralen Centrum
http://gulasidorna.eniro.se/f/barnav%C3%A5rdscentral-samariterhemmets-v%C3%A5rdcentral:15640145;Vårdcentralen Centrum;Barnavårdscentral Samariterhemmets Vårdcentral;Dragarbrunnsg. 70, ;75320;UPPSALA;018-6118920;www.lul.se;Vårdcentralen Centrum
http://gulasidorna.eniro.se/f/solna-centrum-v%C3%A5rdcentral:14854374;Vårdcentralen Centrum;Solna centrum vårdcentral;Hotellg. 3 Solna Centrum, ;17145;SOLNA;08-58731440;www.slso.sll.se;Vårdcentralen Centrum
http://gulasidorna.eniro.se/f/v%C3%A5rdcentralen-medicinskt-centrum:7796295;Vårdcentralen Centrum;Vårdcentralen Medicinskt Centrum;Drottningg. 56, ;60232;NORRKÖPING;011-4152500;;Vårdcentralen Centrum
http://gulasidorna.eniro.se/f/solna-centrum:14398482;Vårdcentralen Centrum;Solna Centrum;Solna Torg 13, ;17145;SOLNA;08-58623000;www.solnacentrum.se;Vårdcentralen Centrum
http://gulasidorna.eniro.se/f/n%C3%A4rh%C3%A4lsan-s%C3%B6rhaga-v%C3%A5rdcentral:14293791;Vårdcentralen Sörhaga;Närhälsan Sörhaga vårdcentral;S. Ringg. 34 B;44133;ALINGSÅS;0322-226550;www.narhalsan.se/sorhag...;Vårdcentralen Sörhaga Södra Ringgatan 34 B
http://gulasidorna.eniro.se/f/n%C3%A4rh%C3%A4lsan-%C3%A4ngabo-v%C3%A5rdcentral:8194414;Ängabo vårdcentral;Närhälsan Ängabo vårdcentral;Sundsbergsv. 7;44150;ALINGSÅS;010-4359210;www.narhalsan.se/angabo...;Ängabo vårdcentral Sundsbergsvägen 7
http://gulasidorna.eniro.se/f/barnav%C3%A5rdscentral-aln%C3%B6-v%C3%A5rdcentral:16083952;Alnö Vårdcentral;Barnavårdscentral Alnö Vårdcentral;Raholmsv. 24, ;86531;ALNÖ;060-7404808;www.praktikertjanst.se;Alnö Vårdcentral Raholmsvägen 24
http://gulasidorna.eniro.se/f/v%C3%A5rdcentral-aln%C3%B6:14561817;Alnö Vårdcentral;Vårdcentral Alnö;Raholmsv. 24, ;86531;ALNÖ;060-7404800;www.alnovardcentral.se;Alnö Vårdcentral Raholmsvägen 24
http://gulasidorna.eniro.se/f/m%C3%B6drav%C3%A5rdscentral-aln%C3%B6-v%C3%A5rdcentral:16083955;Alnö Vårdcentral;Mödravårdscentral Alnö Vårdcentral;Raholmsv. 24, ;86531;ALNÖ;060-7404809;www.praktikertjanst.se;Alnö Vårdcentral Raholmsvägen 24
http://gulasidorna.eniro.se/f/h%C3%A4lsocentralen-falken-ab:13379768;Hälsocentralen Falken;Hälsocentralen Falken AB;Doktorsv. 3, ;36075;ALSTERMO;0481-794600;www.hcfalken.se;Hälsocentralen Falken Doktorsvägen 3
http://gulasidorna.eniro.se/f/alunda-v%C3%A5rdcentral:8620008;Alunda vårdcentral;Alunda Vårdcentral;Parkv. 8, ;74730;ALUNDA;018-6110310;www.lul.se;Alunda vårdcentral
http://gulasidorna.eniro.se/f/v%C3%A5rdcentral-alvesta:7783447;Vårdcentralen Alvesta;Vårdcentral Alvesta;Centralg. 9 D, ;34230;ALVESTA;0472-389200;www.ltkronoberg.se;Vårdcentralen Alvesta Centralgatan 9 D
http://gulasidorna.eniro.se/f/v%C3%A5rdcentral-andersl%C3%B6v:8084341;Vårdcentralen Anderslöv;Vårdcentral Anderslöv;Sjukhemsv. 11, ;23170;ANDERSLÖV;0410-359770;;Vårdcentralen Anderslöv Sjukhemsvägen 11
http://gulasidorna.eniro.se/f/anderstorps-v%C3%A5rdcentral:14370750;Anderstorps vårdcentral;Anderstorps vårdcentral;Storg. 25, ;33433;ANDERSTORP;0371-584315;www.lj.se/anderstorpsva...;Anderstorps vårdcentral Storgatan 25
NOT FOUND;Familjeläkarna i Sverige AB;;;;;;;
http://gulasidorna.eniro.se/f/aneby-v%C3%A5rdcentral:4037276;Aneby vårdcentral;Aneby Vårdcentral;Storg. 29, ;57831;ANEBY;0380-552700;;Aneby vårdcentral Storgatan 29
http://gulasidorna.eniro.se/f/v%C3%A5rdcentralen-aneby:14489436;Aneby vårdcentral;Vårdcentralen Aneby;Storg. 29, ;57831;ANEBY;0380-552700;;Aneby vårdcentral Storgatan 29
http://gulasidorna.eniro.se/f/kvinnoh%C3%A4lsov%C3%A5rden-aneby:49966553;Aneby vårdcentral;Kvinnohälsovården Aneby;Storg. 29, ;57831;ANEBY;0380-552700;www.lj.se;Aneby vårdcentral Storgatan 29
http://gulasidorna.eniro.se/f/angereds-l%C3%A4karhus:14615509;Angereds Läkarhus;Angereds Läkarhus;Kultivatorg. 3, ;42465;ANGERED;031-7221180;www.angeredslakarhus.se;Angereds Läkarhus Kultivatorgatan 3
http://gulasidorna.eniro.se/f/barnav%C3%A5rdscentral-angereds-l%C3%A4karhus:49934416;Angereds Läkarhus;Barnavårdscentral Angereds Läkarhus;Kultivatorg. 3, ;42465;ANGERED;031-7221184;www.vgregion.se;Angereds Läkarhus Kultivatorgatan 3
http://gulasidorna.eniro.se/f/n%C3%A4rh%C3%A4lsan-l%C3%B6vg%C3%A4rdet-v%C3%A5rdcentral:8620042;Lövgärdets vårdcentral;Närhälsan Lövgärdet vårdcentral;Vaniljg. 28;42445;ANGERED;031-7478550;www.narhalsan.se/lovgar...;Lövgärdets vårdcentral Vaniljgatan 28
NOT FOUND;Medical Center Vårdcentral;;;;;;;
http://gulasidorna.eniro.se/f/n%C3%A4rh%C3%A4lsan-angered-v%C3%A5rdcentral:14400822;Vårdcentralen Angered;Närhälsan Angered vårdcentral;Angereds Torg 5 Angered Centrum;42465;ANGERED;031-7479600;www.narhalsan.se/angere...;Vårdcentralen Angered Angereds torg 5
http://gulasidorna.eniro.se/f/n%C3%A4rh%C3%A4lsan-hj%C3%A4llbo-v%C3%A5rdcentral:14465756;Vårdcentralen Lärjedalen;Närhälsan Hjällbo vårdcentral;Bergsgårdsgärdet 89 B;42432;ANGERED;031-7478300;www.narhalsan.se/hjallb...;Vårdcentralen Lärjedalen Bergsgårdsgärdet 89 B
http://gulasidorna.eniro.se/f/ankarsrums-h%C3%A4lsocentral:14465127;Ankarsrums Hälsocentral;Ankarsrums hälsocentral;Kungsv. 40, ;59370;ANKARSRUM;0490-50400;www.ltkalmar.se;Ankarsrums Hälsocentral Kungsvägen 40
http://gulasidorna.eniro.se/f/grindberga-familjel%C3%A4karenhet:14553995;Grindberga Familjeläkarenhet AB;Grindberga familjeläkarenhet;Österled 30, ;73245;ARBOGA;0589-86520;www.ltv.se;Grindberga Familjeläkarenhet AB Österled 30
NOT FOUND;Åbågens Nya Vårdcentral;;;;;;;
http://gulasidorna.eniro.se/f/arbr%C3%A5-din-h%C3%A4lsocentral:3510728;Hälsocentralen Arbrå;Arbrå Din Hälsocentral;Stationsesplanaden 10, ;82010;ARBRÅ;0278-38800;www.lg.se;Hälsocentralen Arbrå Stationsesplanaden 10
NOT FOUND;Arjeplogs vårdcentral;;;;;;;
http://gulasidorna.eniro.se/f/naprapat-doktorerna:7839053;Din Doktor AB;Naprapat Doktorerna;Munkforsplan 37 Farsta Centrum;12347;FARSTA;08-948180;www.naprapatdoktorerna.se;Din Doktor AB
http://gulasidorna.eniro.se/f/din-doktor-i-h%C3%A4gersten:13604616;Din Doktor AB;Din Doktor i Hägersten;Instrumentv. 31, ;12653;HÄGERSTEN;08-7269933;www.vardguiden.se;Din Doktor AB
http://gulasidorna.eniro.se/f/din-doktor-i-m%C3%A4rsta:7808995;Din Doktor AB;Din Doktor I Märsta;Cederströms Slinga 3 Eurostop Arlandastad, ;19561;ARLANDASTAD;08-59511160;www.dindoktor.eu;Din Doktor AB
http://gulasidorna.eniro.se/f/barnav%C3%A5rdscentral-din-doktor:49936975;Din Doktor AB;Barnavårdscentral Din Doktor;Cederströms Slinga 3 Eurostop Arlandastad, ;19561;ARLANDASTAD;08-59511160;www.dindoktor.se;Din Doktor AB
http://gulasidorna.eniro.se/f/ekoleko-ab:14599454;Din Doktor AB;Ekoleko AB;Agavägen 15, ;18155;LIDINGÖ;;www.ekoleko.se;Din Doktor AB
http://gulasidorna.eniro.sehttp://back.famebloggers.com/bloggerfy/ad/linkedin/click?profile=3845108&url=http%3A%2F%2Fekoleko.se%2Flanco%2Fdoktor-anka.html;Din Doktor AB;EkoLeko;;;;;www.ekoleko.se;Din Doktor AB
http://gulasidorna.eniro.se/f/v%C3%A5rdcentral-arl%C3%B6v:14334710;Vårdcentralen Arlöv;Vårdcentral Arlöv;Svenshögsv. 6, ;23238;ARLÖV;040-6234100;www.skane.se;Vårdcentralen Arlöv Svenshögsvägen 6
http://gulasidorna.eniro.se/f/arvidsjaurs-v%C3%A5rdcentral:13349947;Arvidsjaurs vårdcentral;Arvidsjaurs Vårdcentral;Sjukstugeg. 3, ;93331;ARVIDSJAUR;0960-10215;www.nll.se;Arvidsjaurs vårdcentral 
NOT FOUND;Kinnekullehälsan VC Arvika;;;;;;;
http://gulasidorna.eniro.se/f/hudsjukv%C3%A5rd-v%C3%A5rdcentralen-verkstaden:113879132;Vårdcentralen Verkstaden;Hudsjukvård vårdcentralen Verkstaden;Fabriksg. 5, ;67132;ARVIKA;0570-712656;www.liv.se;Vårdcentralen Verkstaden
http://gulasidorna.eniro.se/f/barnmorskemottagning-v%C3%A5rdcentralen-verkstaden:49957882;Vårdcentralen Verkstaden;Barnmorskemottagning Vårdcentralen Verkstaden;Fabriksg. 5, ;67132;ARVIKA;0570-712715;www.liv.se;Vårdcentralen Verkstaden
http://gulasidorna.eniro.se/f/dietist-v%C3%A5rdcentralen-verkstaden:113879128;Vårdcentralen Verkstaden;Dietist vårdcentralen Verkstaden;Fabriksg. 5, ;67132;ARVIKA;0570-712757;www.liv.se;Vårdcentralen Verkstaden
http://gulasidorna.eniro.se/f/verkstaden-v%C3%A5rdcentral:70432455;Vårdcentralen Verkstaden;Verkstaden Vårdcentral;Fabriksg. 5 -7, ;67132;ARVIKA;0570-712640;;Vårdcentralen Verkstaden
http://gulasidorna.eniro.se/f/v%C3%A5rdcentralen-verkstaden-arvika:14648284;Vårdcentralen Verkstaden;Vårdcentralen Verkstaden, Arvika;Fabriksg. 5, ;67132;ARVIKA;0570-712600;www.liv.se;Vårdcentralen Verkstaden
http://gulasidorna.eniro.se/f/barnav%C3%A5rdscentralen-v%C3%A5rdcentralen-verkstaden:49924416;Vårdcentralen Verkstaden;Barnavårdscentralen Vårdcentralen Verkstaden;Fabriksg. 5, ;67132;ARVIKA;0570-712705;www.liv.se;Vårdcentralen Verkstaden
http://gulasidorna.eniro.se/f/askersunds-v%C3%A5rdcentral:7783667;Askersunds vårdcentral;Askersunds Vårdcentral;Torebergsv. 15, ;69631;ASKERSUND;0583-85710;www.regionorebrolan.se;Askersunds vårdcentral Torebergsvägen 15
http://gulasidorna.eniro.se/f/barnmorskemottagning-askersunds-v%C3%A5rdcentral:17396357;Askersunds vårdcentral;Barnmorskemottagning Askersunds Vårdcentral;Torebergsv. 15, ;69631;ASKERSUND;0583-85750;www.regionorebrolan.se;Askersunds vårdcentral Torebergsvägen 15
http://gulasidorna.eniro.se/f/barnav%C3%A5rdscentral-askersunds-v%C3%A5rdcentral:17396355;Askersunds vårdcentral;Barnavårdscentral Askersunds Vårdcentral;Torebergsv. 15, ;69631;ASKERSUND;0583-85745;www.regionorebrolan.se;Askersunds vårdcentral Torebergsvägen 15
NOT FOUND;Hovas Askim Familjeläkare o BVC;;;;;;;
http://gulasidorna.eniro.se/f/n%C3%A4rh%C3%A4lsan-askim-barnmorskemottagning:49950162;Vårdcentralen Askim;Närhälsan Askim barnmorskemottagning;Datav. 1;43632;ASKIM;031-3460880;www.narhalsan.se/askimbarnmors...;Vårdcentralen Askim Datavägen 1
http://gulasidorna.eniro.se/f/n%C3%A4rh%C3%A4lsan-askim-v%C3%A5rdcentral:8117744;Vårdcentralen Askim;Närhälsan Askim vårdcentral;Datav. 1;43632;ASKIM;031-7479300;www.narhalsan.se/askimvardcentral;Vårdcentralen Askim Datavägen 1
http://gulasidorna.eniro.se/f/avesta-h%C3%A4lsan-ab:3710889;Avesta vårdcentral;Avesta Hälsan AB;Markusg. 17;77430;AVESTA;0226-80070;www.avestahalsan.se;Avesta vårdcentral
http://gulasidorna.eniro.se/f/v%C3%A5rdcentral-avesta:17520994;Avesta vårdcentral;Vårdcentral Avesta;Lindsnäsvägen, ;77441;AVESTA;0226-496270;www.ltdalarna.se;Avesta vårdcentral
NOT FOUND;Krylbo vårdcentral;;;;;;;
http://gulasidorna.eniro.se/f/skogsbo-v%C3%A5rdcentral:103076892;Skogsbo vårdcentral;Skogsbo Vårdcentral;Lindsnäsvägen, ;77441;AVESTA;0226-496460;www.avesta.se;Skogsbo vårdcentral
http://gulasidorna.eniro.se/f/backe-h%C3%A4lsocentral:7783796;Backe hälsocentral;Backe hälsocentral;Lasarettsv. 20, ;88050;BACKE;0624-512060;www.jll.se;Backe hälsocentral Lasarettsvägen 20
http://gulasidorna.eniro.se/f/barnmorskemottagning-backe-h%C3%A4lsocentral:49890439;Backe hälsocentral;Barnmorskemottagning Backe hälsocentral;Lasarettsv. 20, ;88050;BACKE;0624-512073;www.jll.se;Backe hälsocentral Lasarettsvägen 20
http://gulasidorna.eniro.se/f/din-v%C3%A5rdcentral-bagarmossen:14854614;Din Vårdcentral Bagarmossen AB;Din Vårdcentral Bagarmossen;Lillåv. 68;12845;BAGARMOSSEN;08-6881550;www.dvcb.se;Din Vårdcentral Bagarmossen AB Lillåvägen 68
http://gulasidorna.eniro.se/f/capio-v%C3%A5rdcentral-hags%C3%A4tra:14487283;Capio Vårdcentral Hagsätra;Capio Vårdcentral Hagsätra;Hagsätra Torg 7 B;12473;BANDHAGEN;08-12000990;www.capiovardcentral.se/Stockh...;Capio Vårdcentral Hagsätra
http://gulasidorna.eniro.se/f/capio-v%C3%A5rdcentral-h%C3%B6gdalen:3721954;Capio Vårdcentral Högdalen;Capio Vårdcentral Högdalen;Önskehemsg. 22;12454;BANDHAGEN;08-12000880;www.capiovardcentral.se/Stockh...;Capio Vårdcentral Högdalen Önskehemsgatan 22
NOT FOUND;Carema Vårdcentral Rågsved;;;;;;;
http://gulasidorna.eniro.se/f/bankeryds-v%C3%A5rdcentral:7783427;Bankeryds vårdcentral;Bankeryds vårdcentral;Sjöåkrav. 18, ;56431;BANKERYD;036-323800;www.lj.se/bankerydsvard...;Bankeryds vårdcentral Sjöåkravägen 18
http://gulasidorna.eniro.se/f/v%C3%A5rdcentral-bokskogen:7783901;Vårdcentralen Bokskogen;Vårdcentral Bokskogen;Biblioteksg. 22, ;23361;BARA;040-6239460;www.skane.se;Vårdcentralen Bokskogen Biblioteksgatan 22
http://gulasidorna.eniro.se/f/n%C3%A4rh%C3%A4lsan-bengtfors-v%C3%A5rdcentral:14340199;Vårdcentralen Nygård;Närhälsan Bengtfors vårdcentral;Storg. 7;66630;BENGTSFORS;010-4416310;www.narhalsan.se/bengtsforsvar...;Vårdcentralen Nygård Storgatan 7
http://gulasidorna.eniro.se/f/distriktssk%C3%B6terskemottagning-hamr%C3%A5nge-din-h%C3%A4lsocentral:49959546;Hamrånge hälsocentral;Distriktssköterskemottagning Hamrånge Din hälsocentral;Solbergsv. 5, ;81740;BERGBY;0297-10191;www.lg.se;Hamrånge hälsocentral Solbergsvägen 5
http://gulasidorna.eniro.se/f/hamr%C3%A5nge-din-h%C3%A4lsocentral:3510727;Hamrånge hälsocentral;Hamrånge Din Hälsocentral;Solbergsv. 5, ;81740;BERGBY;0297-10191;www.lg.se;Hamrånge hälsocentral Solbergsvägen 5
http://gulasidorna.eniro.se/f/barnav%C3%A5rdscentral-hamr%C3%A5nge-din-h%C3%A4lsocentral:49891039;Hamrånge hälsocentral;Barnavårdscentral Hamrånge Din hälsocentral;Solbergsv. 5, ;81740;BERGBY;0297-10191;www.lg.se;Hamrånge hälsocentral Solbergsvägen 5
http://gulasidorna.eniro.se/f/bergshamra-v%C3%A5rdcentral:10232693;Bergshamra Vårdcentral;Bergshamra vårdcentral;Rosenlundsv. 2, ;76111;BERGSHAMRA;0176-328310;www.tiohundra.se/;Bergshamra Vårdcentral Rosenlundsvägen 2
http://gulasidorna.eniro.se/f/barnav%C3%A5rdscentral-bergsj%C3%B6-din-h%C3%A4lsocentral:49923462;Bergsjö hälsocentral;Barnavårdscentral Bergsjö Din hälsocentral;Bållebergsv. 5, ;82070;BERGSJÖ;0652-36600;www.lg.se;Bergsjö hälsocentral Bållebergsvägen 5
http://gulasidorna.eniro.se/f/bergsj%C3%B6-din-h%C3%A4lsocentral:3708688;Bergsjö hälsocentral;Bergsjö Din hälsocentral;Bållebergsv. 5, ;82070;BERGSJÖ;0652-36600;www.lg.se;Bergsjö hälsocentral Bållebergsvägen 5
http://gulasidorna.eniro.se/f/distriktssk%C3%B6terskemottagning-bergsj%C3%B6-din-h%C3%A4lsocentral:49958647;Bergsjö hälsocentral;Distriktssköterskemottagning Bergsjö Din hälsocentral;Bållebergsv. 5, ;82070;BERGSJÖ;0652-36600;www.lg.se;Bergsjö hälsocentral Bållebergsvägen 5
http://gulasidorna.eniro.se/f/linden-din-h%C3%A4lsocentral:3708692;Linden Din hälsocentral;Linden Din hälsocentral;C D Ekmans v. 37, ;82023;BERGVIK;0270-73399;www.lg.se;Linden Din hälsocentral C D Ekmans väg 37
http://gulasidorna.eniro.se/f/distriktssk%C3%B6terskemottagning-linden-din-h%C3%A4lsocentral:49965668;Linden Din hälsocentral;Distriktssköterskemottagning Linden Din hälsocentral;C D Ekmans v. 37, ;82023;BERGVIK;0270-73395;www.lg.se;Linden Din hälsocentral C D Ekmans väg 37
http://gulasidorna.eniro.se/f/barnav%C3%A5rdscentral-linden-din-h%C3%A4lsocentral:49891129;Linden Din hälsocentral;Barnavårdscentral Linden Din hälsocentral;C D Ekmans v. 37, ;82023;BERGVIK;0270-73385;www.lg.se;Linden Din hälsocentral C D Ekmans väg 37
http://gulasidorna.eniro.se/f/v%C3%A5rdcentral-s%C3%A4r%C3%B6ledens-familjel%C3%A4kare:32973405;Säröledens Familjeläkare;Vårdcentral Säröledens Familjeläkare;Kungsporten 5 B, ;42750;BILLDAL;031-672260;www.saroledensfamiljela...;Säröledens Familjeläkare Kungsporten 5 B
http://gulasidorna.eniro.se/f/distriktssk%C3%B6terskemottagning-s%C3%A4r%C3%B6ledens-familjel%C3%A4kare:49952298;Säröledens Familjeläkare;Distriktssköterskemottagning Säröledens Familjeläkare;Kungsporten 5 B, ;42750;BILLDAL;031-672260;www.saroledensfamiljela...;Säröledens Familjeläkare Kungsporten 5 B
http://gulasidorna.eniro.se/f/barnav%C3%A5rdcentral-s%C3%A4r%C3%B6ledens-familjel%C3%A4kare:49925763;Säröledens Familjeläkare;Barnavårdcentral Säröledens Familjeläkare;Kungsporten 5 B, ;42750;BILLDAL;031-672263;www.saroledensfamiljela...;Säröledens Familjeläkare Kungsporten 5 B
http://gulasidorna.eniro.se/f/bjurholms-h%C3%A4lsocentral:14583830;Bjurholms Hälsocentral;Bjurholms hälsocentral;Storg. 16, ;91631;BJURHOLM;090-7854441;www.vll.se;Bjurholms Hälsocentral Storgatan 16
http://gulasidorna.eniro.se/f/solklart-v%C3%A5rd-i-bjuv:15708878;Solklart vård;Solklart Vård i Bjuv;N. Storg. 10 C, ;26731;BJUV;042-4902600;www.solklartvard.se;Solklart vård
http://gulasidorna.eniro.se/f/barnav%C3%A5rdscentral-solklart-v%C3%A5rd-i-bjuv:49935006;Solklart vård;Barnavårdscentral Solklart Vård i Bjuv;N. Storg. 10 C, ;26731;BJUV;042-4902600;www.solklartvard.se;Solklart vård
http://gulasidorna.eniro.se/f/v%C3%A5rdcentralen-s%C3%B6der%C3%A5sen:14302839;Vårdcentralen Söderåsen;Vårdcentralen Söderåsen;Almg. 6, ;26738;BJUV;042-4060100;;Vårdcentralen Söderåsen
http://gulasidorna.eniro.se/f/l%C3%A4karmottagningen-i-bj%C3%A4rnum:7809162;Läkarmottagning i Bjärnum;Läkarmottagningen i Bjärnum;Alg. 12, ;28020;BJÄRNUM;0451-21405;www.lakarmottbjarnum.se;Läkarmottagning i Bjärnum Algatan 12
http://gulasidorna.eniro.se/f/sundets-l%C3%A4kargrupp:10970846;Sundets Läkargrupp;Sundets Läkargrupp;Vikingav. 1, ;23731;BJÄRRED;046-297370;www.sundetslakargrupp.se;Sundets Läkargrupp Vikingavägen 1
